source,destination,distance,road_quality,lane_count,road_type,speed_limit,tolls,foot_traffic,event,vehicle_type,historical_congestion,accident,pothole_reports,predicted_congestion,weight
E,B,39.0,4.85,4,highway,100,0,0.626,vip_movement,sedan,0.918,no,5,0.441,18.642
E,A,45.0,2.04,3,highway,80,0,0.304,procession,truck,0.076,no,5,0.322,21.167
C,D,12.0,2.08,3,rural,80,2,0.332,none,sedan,0.773,no,9,0.503,17.828
B,C,39.0,3.84,2,rural,100,2,0.896,none,truck,0.767,no,7,0.507,23.969
C,D,12.0,3.38,2,rural,60,0,0.165,vip_movement,sedan,0.281,yes,9,1.0,28.379
C,A,50.0,2.82,2,urban,40,1,0.485,none,sedan,0.348,no,7,0.379,25.961
A,E,13.0,3.8,2,highway,100,0,0.535,procession,suv,0.006,no,3,0.243,8.75
A,B,39.0,4.9,1,highway,100,0,0.949,none,suv,0.393,no,5,0.4,18.223
C,B,58.0,3.78,2,highway,60,0,0.611,none,suv,0.152,no,2,0.279,23.41
C,E,44.0,4.37,2,rural,100,1,0.926,none,sedan,0.412,no,0,0.359,20.438
E,A,48.0,2.18,4,urban,40,2,0.617,none,bike,0.884,no,8,0.563,29.923
D,B,43.0,1.11,3,urban,100,0,0.199,procession,suv,0.711,no,7,0.613,25.443
B,A,19.0,3.2,2,rural,100,0,0.995,vip_movement,truck,0.218,no,0,0.367,11.436
A,D,15.0,1.44,2,urban,40,2,0.486,none,truck,0.829,no,5,0.59,20.862
A,E,20.0,4.84,1,rural,40,0,0.624,vip_movement,sedan,0.086,no,4,0.265,12.479
D,E,31.0,4.73,3,highway,100,0,0.407,none,sedan,0.915,no,1,0.359,14.646
D,A,41.0,2.14,4,urban,100,0,0.469,procession,bike,0.028,no,0,0.286,17.999
C,D,48.0,4.79,1,highway,60,1,0.989,none,sedan,0.481,no,8,0.457,25.117
B,C,9.0,1.74,2,highway,60,0,0.558,procession,suv,0.729,no,3,0.517,12.841
C,E,23.0,3.54,1,highway,80,1,0.503,none,sedan,0.002,no,8,0.294,15.85
D,E,40.0,2.75,2,urban,80,1,0.519,none,truck,0.824,no,5,0.464,22.458
E,C,10.0,4.58,2,rural,60,2,0.138,vip_movement,bike,0.183,no,1,0.162,11.409
E,D,6.0,4.36,2,highway,40,2,0.549,vip_movement,truck,0.869,yes,9,1.0,30.747
C,B,45.0,3.14,1,urban,80,0,0.815,vip_movement,sedan,0.701,no,3,0.461,21.299
A,C,9.0,3.48,1,urban,100,0,0.08,vip_movement,truck,0.959,yes,9,1.0,26.437
C,E,59.0,3.66,1,highway,100,2,0.842,procession,bike,0.993,no,4,0.516,29.529
D,A,17.0,1.5,1,rural,100,1,0.05,procession,suv,0.808,no,10,0.538,18.307
E,C,44.0,3.7,2,rural,60,0,0.043,none,truck,0.34,no,7,0.255,19.997
B,E,39.0,2.72,2,rural,40,2,0.224,vip_movement,bike,0.19,no,4,0.27,23.041
E,C,5.0,4.5,3,urban,40,0,0.469,vip_movement,bike,0.956,no,4,0.414,9.55
D,C,54.0,4.86,1,urban,100,1,0.593,procession,sedan,0.336,no,4,0.308,23.611
B,D,14.0,3.44,1,highway,40,0,0.583,none,truck,0.145,no,0,0.262,10.274
B,E,36.0,4.73,3,rural,80,2,0.112,none,suv,0.501,no,9,0.297,21.629
B,C,38.0,2.28,1,rural,60,1,0.04,none,suv,0.825,no,1,0.358,20.878
B,A,2.0,2.97,2,highway,100,1,0.404,procession,suv,0.341,no,8,0.364,10.02
E,C,12.0,2.25,3,highway,60,2,0.037,none,bike,0.501,no,4,0.325,15.372
A,B,23.0,3.57,3,urban,100,1,0.646,none,bike,0.165,no,3,0.304,14.444
A,B,18.0,2.32,3,rural,40,0,0.46,none,suv,0.202,no,1,0.315,12.907
D,C,56.0,4.62,2,rural,100,2,0.072,none,suv,0.417,no,9,0.274,26.926
C,B,34.0,4.59,2,rural,100,0,0.49,none,sedan,0.304,no,3,0.276,15.152
C,D,9.0,1.62,3,urban,100,1,0.949,none,truck,0.654,no,3,0.598,14.879
D,C,43.0,4.95,3,highway,100,1,0.481,vip_movement,truck,0.127,no,3,0.233,19.336
A,B,8.0,1.09,3,rural,40,0,0.904,vip_movement,suv,0.709,no,1,0.701,16.219
B,E,59.0,2.52,2,urban,80,2,0.226,none,bike,0.194,no,10,0.343,30.119
C,A,7.0,1.5,2,highway,100,0,0.205,procession,bike,0.097,no,5,0.376,10.689
B,D,44.0,4.54,2,rural,60,0,0.897,vip_movement,sedan,0.059,no,8,0.359,20.993
D,A,41.0,4.95,2,rural,60,2,0.782,none,truck,0.948,no,2,0.447,23.679
E,D,23.0,2.92,3,rural,60,0,0.811,none,bike,0.566,no,2,0.433,14.841
E,B,56.0,3.48,4,urban,80,0,0.461,none,bike,0.549,no,0,0.317,22.406
C,A,22.0,3.88,3,highway,40,2,0.253,none,bike,0.172,no,3,0.218,16.667
D,C,27.0,4.18,2,rural,40,2,0.115,none,bike,0.166,no,3,0.182,17.718
D,C,8.0,3.45,2,highway,80,0,0.664,none,truck,0.162,no,9,0.371,10.362
E,A,40.0,3.05,1,urban,100,0,0.075,none,sedan,0.574,no,10,0.361,19.752
E,C,54.0,2.17,1,rural,60,1,0.4,vip_movement,suv,0.985,no,1,0.471,26.917
E,B,24.0,4.71,2,rural,60,0,0.483,vip_movement,sedan,0.478,no,3,0.307,13.433
D,B,45.0,4.88,3,urban,40,1,0.532,none,bike,0.014,no,2,0.211,21.037
A,B,30.0,3.04,4,highway,80,1,0.159,none,truck,0.902,no,6,0.404,18.886
D,C,43.0,3.82,1,highway,100,0,0.052,none,bike,0.458,yes,0,1.0,34.71
B,D,15.0,1.05,3,rural,60,2,0.03,none,truck,0.999,no,9,0.676,23.302
C,E,53.0,3.83,2,rural,40,0,0.373,none,truck,0.178,no,3,0.245,22.251
C,D,39.0,1.95,1,highway,80,0,0.625,none,sedan,0.96,no,3,0.552,21.385
A,B,51.0,2.47,2,urban,40,1,0.359,procession,suv,0.631,no,9,0.45,27.622
B,D,8.0,3.79,2,rural,40,1,0.664,none,sedan,0.699,no,7,0.448,13.602
C,B,7.0,1.09,1,highway,40,0,0.132,none,bike,0.4,no,6,0.533,15.206
C,E,23.0,2.67,2,highway,100,0,0.496,none,truck,0.641,no,6,0.437,14.847
D,E,18.0,4.34,4,rural,60,1,0.813,procession,truck,0.088,no,5,0.322,14.275
A,C,31.0,3.51,2,highway,40,0,0.984,none,sedan,0.511,no,2,0.433,17.456
A,C,44.0,3.59,2,rural,80,0,0.911,vip_movement,truck,0.369,no,1,0.377,19.564
B,E,7.0,2.55,3,rural,100,0,0.271,none,truck,0.356,no,0,0.283,7.389
C,E,47.0,4.82,2,urban,80,1,0.159,procession,truck,0.583,no,8,0.311,22.851
D,E,49.0,1.71,1,urban,100,1,0.936,procession,suv,0.079,no,10,0.537,27.503
D,E,22.0,2.7,2,rural,60,0,0.541,procession,suv,0.491,no,1,0.364,13.793
C,E,7.0,1.61,2,rural,60,0,0.373,procession,suv,0.656,no,2,0.474,11.834
B,A,40.0,2.73,4,rural,100,0,0.876,procession,bike,0.104,no,3,0.373,18.661
D,A,30.0,2.56,4,rural,80,0,0.846,vip_movement,bike,0.726,no,8,0.551,19.058
B,E,38.0,1.3,2,urban,100,0,0.949,procession,truck,0.556,no,6,0.668,23.627
C,B,21.0,3.7,2,highway,60,0,0.526,none,bike,0.851,no,5,0.433,14.485
C,D,9.0,1.15,4,highway,40,2,0.127,procession,truck,0.425,no,7,0.528,19.714
E,C,56.0,4.93,1,urban,60,0,0.675,vip_movement,bike,0.517,yes,4,1.0,40.114
B,D,6.0,1.01,1,rural,80,0,0.561,none,suv,0.028,no,2,0.533,13.478
B,C,39.0,3.24,2,rural,80,2,0.572,procession,truck,0.436,no,6,0.385,23.297
A,C,57.0,2.76,2,urban,100,1,0.133,vip_movement,bike,0.625,yes,5,1.0,42.414
D,B,22.0,4.72,4,rural,100,0,0.919,none,truck,0.875,no,7,0.514,14.696
E,C,40.0,2.21,4,rural,80,0,0.006,vip_movement,suv,0.713,yes,6,1.0,36.459
A,D,41.0,2.1,2,urban,80,0,0.824,none,bike,0.485,no,1,0.462,20.507
C,D,21.0,4.49,2,highway,60,1,0.657,none,bike,0.164,no,8,0.333,15.846
B,A,46.0,2.63,3,highway,80,0,0.053,none,truck,0.795,no,0,0.322,19.922
B,D,46.0,1.1,3,highway,100,1,0.089,vip_movement,truck,0.873,no,1,0.568,26.739
B,C,25.0,3.57,4,highway,80,1,0.465,none,bike,0.689,no,10,0.443,18.324
D,B,4.0,2.23,2,highway,40,2,0.618,none,suv,0.533,no,3,0.44,14.44
C,D,1.0,1.35,3,rural,100,0,0.329,none,suv,0.206,no,1,0.414,8.857
D,B,47.0,4.99,4,rural,60,0,0.011,none,sedan,0.861,no,5,0.304,20.647
B,A,14.0,4.57,2,urban,80,1,0.463,none,suv,0.441,no,9,0.358,13.674
D,E,26.0,2.07,1,urban,40,0,0.165,none,truck,0.818,no,7,0.46,18.212
C,D,58.0,4.85,2,rural,100,0,0.153,procession,bike,0.102,no,1,0.144,20.567
C,A,37.0,3.38,3,highway,80,2,0.085,vip_movement,suv,0.59,no,9,0.343,22.81
B,E,36.0,4.38,4,rural,60,0,0.228,none,sedan,0.874,no,8,0.392,18.957
E,C,51.0,3.53,1,highway,40,1,0.768,none,sedan,0.916,no,1,0.46,25.517
D,B,27.0,3.39,3,rural,60,0,0.394,none,sedan,0.538,no,4,0.344,15.314
E,B,53.0,1.35,4,urban,40,2,0.749,none,sedan,0.95,no,9,0.726,34.674
B,A,40.0,3.33,2,highway,40,0,0.465,none,truck,0.723,no,8,0.438,21.48
B,D,40.0,3.74,2,rural,40,0,0.755,vip_movement,truck,0.566,no,2,0.391,19.65
A,E,48.0,1.77,3,urban,100,0,0.638,none,suv,0.058,no,8,0.446,23.79
E,A,37.0,4.32,1,rural,100,2,0.665,none,truck,0.621,yes,3,1.0,37.356
C,A,24.0,1.5,1,rural,40,2,0.266,none,truck,0.839,no,5,0.538,22.917
A,E,34.0,3.17,2,urban,100,0,0.147,vip_movement,truck,0.735,no,1,0.313,15.605
E,D,38.0,1.16,2,highway,60,2,0.095,vip_movement,bike,0.385,yes,0,1.0,41.212
C,E,17.0,3.77,2,urban,60,0,0.828,none,suv,0.403,no,10,0.452,14.448
D,E,47.0,4.23,2,highway,40,2,0.292,none,suv,0.326,yes,3,1.0,41.881
A,D,59.0,2.0,1,urban,60,0,0.548,none,bike,0.79,no,0,0.468,26.386
A,B,1.0,2.45,2,rural,80,2,0.892,none,suv,0.488,no,9,0.53,14.44
C,D,12.0,4.68,3,highway,100,0,0.869,none,truck,0.313,no,5,0.372,9.888
E,C,58.0,2.12,2,highway,100,1,0.071,vip_movement,truck,0.874,yes,5,1.0,43.254
E,C,28.0,3.11,3,urban,80,0,0.785,vip_movement,suv,0.824,no,2,0.471,16.117
A,D,57.0,4.12,2,urban,60,0,0.987,none,sedan,0.948,no,3,0.514,25.554
E,D,29.0,1.34,4,urban,40,0,0.945,vip_movement,sedan,0.267,no,2,0.561,20.439
D,A,12.0,3.37,1,rural,100,2,0.53,none,sedan,0.695,no,0,0.364,13.222
A,E,3.0,1.95,1,urban,100,2,0.081,none,truck,0.367,no,0,0.295,10.918
C,B,33.0,4.67,4,highway,80,1,0.635,procession,sedan,0.057,no,4,0.264,17.411
E,D,36.0,1.92,3,highway,80,0,0.691,none,truck,0.353,no,8,0.497,20.975
B,D,22.0,3.43,3,rural,100,2,0.727,none,suv,0.839,no,3,0.46,17.756
C,A,33.0,2.31,4,urban,40,0,0.644,none,sedan,0.264,no,5,0.405,19.12
D,A,16.0,3.28,2,rural,100,0,0.907,none,bike,0.069,no,6,0.377,11.797
A,B,13.0,4.46,3,urban,40,0,0.728,vip_movement,suv,0.792,no,8,0.474,13.36
E,C,12.0,3.02,2,highway,100,2,0.434,none,bike,0.312,no,8,0.362,14.972
C,B,4.0,2.15,2,rural,40,0,0.941,none,bike,0.185,no,2,0.432,10.244
E,D,44.0,3.07,1,rural,80,0,0.31,none,sedan,0.231,no,0,0.239,18.216
C,A,5.0,4.28,2,urban,80,0,0.14,none,suv,0.813,no,1,0.294,6.81
E,A,59.0,1.81,2,rural,60,0,0.326,none,bike,0.676,no,3,0.451,27.075
C,B,16.0,3.31,3,highway,100,0,0.004,none,suv,0.779,no,2,0.297,10.181
A,C,29.0,3.61,1,urban,60,1,0.947,none,suv,0.337,yes,1,1.0,33.785
A,C,55.0,4.9,1,highway,100,0,0.561,none,truck,0.359,no,7,0.336,22.777
E,D,41.0,4.98,2,highway,80,0,0.944,none,suv,0.399,no,8,0.429,20.194
A,B,49.0,3.08,2,urban,40,2,0.911,vip_movement,suv,0.96,no,7,0.574,29.463
E,A,42.0,1.79,1,rural,100,0,0.89,none,suv,0.213,no,7,0.514,22.425
D,E,57.0,3.86,4,highway,80,0,0.272,vip_movement,truck,0.844,no,8,0.407,25.064
A,B,8.0,2.5,2,urban,40,0,0.027,vip_movement,suv,0.922,no,9,0.439,12.592
C,D,48.0,3.27,2,highway,100,0,0.583,none,sedan,0.276,no,5,0.344,20.869
C,A,51.0,2.08,2,highway,60,0,0.131,vip_movement,truck,0.999,no,8,0.498,25.783
C,B,37.0,4.52,4,highway,40,0,0.116,none,truck,0.046,no,8,0.201,17.814
A,E,36.0,2.1,2,highway,60,2,0.497,procession,bike,0.73,no,4,0.476,24.235
A,D,42.0,2.95,4,rural,40,0,0.93,none,bike,0.15,yes,1,1.0,36.494
D,B,41.0,3.41,4,highway,80,0,0.565,none,bike,0.579,no,0,0.346,18.229
D,A,29.0,4.21,1,rural,40,2,0.764,none,suv,0.245,no,0,0.297,18.856
D,A,15.0,2.3,4,rural,80,2,0.956,procession,truck,0.244,no,0,0.414,15.811
A,C,4.0,4.12,1,highway,80,0,0.562,none,truck,0.316,yes,4,1.0,24.212
E,A,55.0,2.93,1,urban,80,1,0.182,none,truck,0.179,no,1,0.219,23.597
E,B,56.0,2.98,2,rural,60,0,0.876,vip_movement,sedan,0.24,no,9,0.447,26.25
D,E,48.0,2.64,2,urban,60,0,0.349,none,truck,0.017,no,3,0.255,20.939
D,A,34.0,4.69,3,highway,80,0,0.661,none,sedan,0.809,no,10,0.479,19.06
E,C,14.0,3.5,2,urban,40,1,0.781,none,suv,0.963,no,2,0.483,14.859
A,D,37.0,2.88,2,urban,100,1,0.619,vip_movement,truck,0.607,no,10,0.484,22.173
A,E,10.0,3.43,4,highway,40,0,0.252,none,bike,0.75,no,6,0.377,11.43
E,D,18.0,1.29,2,rural,60,0,0.921,none,bike,0.108,no,9,0.606,18.632
C,D,57.0,1.44,2,urban,60,2,0.649,procession,sedan,0.786,no,2,0.585,32.325
E,C,13.0,3.36,2,highway,80,1,0.569,none,truck,0.374,no,0,0.308,11.467
E,C,20.0,3.49,2,urban,80,2,0.403,vip_movement,bike,0.877,no,2,0.391,16.742
B,D,40.0,4.02,1,urban,40,2,0.761,none,suv,0.189,no,7,0.359,24.238
A,D,51.0,1.71,2,rural,80,0,0.625,none,sedan,0.193,no,5,0.447,24.687
C,A,10.0,2.55,1,rural,60,2,0.112,none,truck,0.882,no,0,0.355,14.012
D,A,12.0,1.37,3,urban,40,2,0.617,none,truck,0.371,no,0,0.489,18.123
C,D,8.0,3.69,2,highway,40,0,0.795,none,bike,0.53,no,6,0.433,11.29
E,A,26.0,2.64,1,urban,40,2,0.404,none,suv,0.169,no,9,0.356,21.056
E,A,33.0,1.59,3,urban,40,0,0.11,none,truck,0.911,no,9,0.546,22.304
A,E,56.0,1.57,2,rural,80,1,0.177,none,sedan,0.07,no,1,0.315,26.337
A,E,30.0,3.8,2,highway,60,0,0.536,none,suv,0.605,no,3,0.363,16.049
D,A,55.0,1.98,4,highway,40,0,0.193,none,suv,0.678,no,8,0.456,27.19
A,D,38.0,4.57,4,urban,40,1,0.557,vip_movement,bike,0.179,no,2,0.255,19.441
E,A,40.0,1.78,1,urban,100,0,0.749,vip_movement,suv,0.503,no,10,0.575,23.05
D,A,40.0,3.05,2,highway,40,0,0.798,none,sedan,0.721,no,3,0.465,20.89
E,A,12.0,3.94,2,urban,60,0,0.057,none,truck,0.201,no,3,0.183,8.8
D,B,13.0,1.89,2,rural,60,0,0.665,none,suv,0.482,no,6,0.501,14.248
E,B,48.0,2.27,3,rural,40,0,0.634,none,truck,0.929,no,9,0.579,26.19
C,A,53.0,3.42,2,urban,60,0,0.801,none,truck,0.006,yes,3,1.0,39.462
A,E,51.0,2.96,4,urban,40,0,0.795,vip_movement,truck,0.477,no,9,0.48,25.589
E,B,12.0,1.07,3,rural,60,0,0.222,none,suv,0.721,no,9,0.653,18.098
E,C,14.0,3.04,2,rural,60,1,0.49,none,truck,0.223,no,7,0.344,14.183
D,A,3.0,3.8,2,highway,60,0,0.215,procession,sedan,0.991,no,10,0.446,10.179
C,B,5.0,4.11,1,urban,100,0,0.122,vip_movement,truck,0.466,no,7,0.285,7.465
B,A,6.0,1.67,3,rural,100,0,0.635,none,bike,0.738,no,3,0.545,11.346
C,B,28.0,2.37,4,highway,60,0,0.778,none,suv,0.887,no,4,0.542,18.232
A,C,38.0,3.03,4,urban,60,0,0.33,none,sedan,0.583,no,4,0.354,18.893
D,C,52.0,2.69,2,rural,100,0,0.801,none,suv,0.58,no,2,0.445,22.802
A,C,19.0,1.85,3,rural,60,0,0.492,vip_movement,truck,0.391,no,2,0.413,14.437
C,E,12.0,4.49,1,highway,80,0,0.14,vip_movement,truck,0.512,no,2,0.239,8.507
B,E,3.0,4.05,2,urban,100,1,0.738,none,suv,1.0,no,1,0.456,9.399
E,A,13.0,4.13,3,urban,100,0,0.429,none,truck,0.579,no,9,0.389,11.296
B,E,27.0,2.48,2,rural,40,0,0.849,none,sedan,0.896,no,6,0.57,19.022
A,C,1.0,2.6,2,urban,40,0,0.519,vip_movement,sedan,0.629,no,6,0.443,9.856
A,C,27.0,2.97,3,highway,40,0,0.785,none,suv,0.75,no,5,0.492,17.7
A,E,33.0,1.36,2,highway,100,0,0.638,procession,sedan,0.226,no,1,0.476,19.024
B,A,43.0,3.56,1,rural,80,0,0.817,vip_movement,sedan,0.54,no,0,0.384,19.139
E,C,38.0,1.78,2,highway,80,1,0.913,procession,bike,0.339,no,1,0.485,22.265
A,D,6.0,1.29,4,urban,40,0,0.433,none,truck,0.538,yes,3,1.0,28.288
D,B,15.0,4.21,3,urban,80,2,0.376,procession,sedan,0.401,no,1,0.26,13.491
B,D,11.0,4.78,4,highway,40,0,0.43,procession,bike,0.499,no,5,0.319,10.541
C,A,38.0,1.02,2,rural,80,1,0.754,none,bike,0.754,no,8,0.773,28.615
B,A,59.0,2.87,2,rural,80,0,0.594,none,sedan,0.24,no,3,0.336,24.399
D,E,41.0,4.85,2,urban,40,0,0.917,none,truck,0.763,no,3,0.448,20.415
C,A,5.0,4.87,2,rural,60,0,0.647,none,truck,0.768,no,4,0.405,8.878
B,A,10.0,1.85,3,highway,60,2,0.341,none,truck,0.24,no,5,0.383,16.028
E,D,45.0,1.36,2,urban,100,0,0.67,none,bike,0.773,no,10,0.684,26.527
A,C,18.0,2.58,4,rural,100,0,0.757,vip_movement,bike,0.551,no,5,0.467,13.504
A,B,48.0,3.49,2,urban,100,2,0.887,vip_movement,suv,0.977,no,6,0.547,27.008
C,A,39.0,3.2,4,rural,60,1,0.648,procession,suv,0.027,no,7,0.33,21.466
D,E,52.0,1.83,2,highway,40,0,0.142,none,sedan,0.638,no,3,0.404,24.972
E,B,19.0,1.55,3,urban,100,1,0.865,none,truck,0.912,no,8,0.694,19.972
B,A,37.0,4.05,3,highway,40,0,0.06,procession,sedan,0.599,no,4,0.27,17.837
B,C,39.0,3.17,3,urban,100,0,0.678,none,suv,0.93,no,9,0.538,20.956
A,D,33.0,3.66,2,rural,100,0,0.911,none,suv,0.001,no,4,0.332,15.881
D,B,52.0,3.16,1,rural,100,1,0.272,none,truck,0.121,no,9,0.295,24.431
E,C,13.0,3.04,4,urban,100,0,0.99,procession,sedan,0.119,no,2,0.373,10.174
A,E,26.0,4.46,3,highway,80,2,0.866,none,bike,0.732,no,4,0.449,19.212
B,A,54.0,4.7,2,urban,100,1,0.958,none,suv,0.388,no,1,0.364,23.604
E,C,26.0,2.94,2,rural,100,1,0.6,vip_movement,bike,0.687,no,10,0.493,18.931
D,A,18.0,4.54,2,highway,100,0,0.754,none,truck,0.344,no,1,0.318,10.379
C,A,44.0,3.15,3,highway,40,0,0.383,vip_movement,truck,0.157,no,6,0.295,20.938
B,E,39.0,1.45,2,rural,80,1,0.725,vip_movement,suv,0.68,no,10,0.657,26.718
A,B,15.0,2.11,1,highway,60,0,0.703,procession,truck,0.318,no,0,0.394,12.306
B,D,30.0,3.04,2,highway,60,1,0.537,vip_movement,suv,0.008,no,6,0.301,18.35
A,B,41.0,1.7,2,rural,40,2,0.481,none,suv,0.634,no,2,0.478,26.422
E,B,5.0,4.16,2,highway,100,2,0.849,vip_movement,suv,0.718,no,9,0.5,13.997
D,A,39.0,2.98,2,urban,40,1,0.722,none,bike,0.401,no,1,0.369,21.266
D,C,59.0,4.09,2,rural,40,0,0.716,vip_movement,suv,0.793,no,8,0.48,27.317
B,D,36.0,4.66,2,rural,60,0,0.039,procession,suv,0.835,no,2,0.281,16.58
C,E,18.0,3.03,3,highway,80,0,0.362,none,sedan,0.538,no,6,0.372,12.975
E,A,31.0,2.57,2,highway,40,0,0.041,none,sedan,0.838,no,5,0.382,18.062
E,C,19.0,2.24,1,rural,40,2,0.835,none,bike,0.062,yes,10,1.0,35.935
A,C,46.0,1.82,2,urban,100,0,0.67,vip_movement,suv,0.381,no,1,0.44,21.649
E,D,50.0,1.57,3,rural,40,0,0.795,vip_movement,sedan,0.361,yes,2,1.0,40.588
D,A,10.0,4.13,3,urban,60,1,0.694,none,truck,0.641,no,9,0.454,14.051
A,C,27.0,1.18,2,rural,60,1,0.784,none,sedan,0.56,no,7,0.677,24.003
A,B,41.0,1.73,2,highway,80,0,0.869,none,suv,0.491,no,10,0.603,24.211
B,D,34.0,4.04,2,rural,60,0,0.449,procession,truck,0.377,no,3,0.294,16.478
A,B,41.0,1.31,4,highway,40,0,0.238,none,suv,0.322,no,3,0.448,23.203
D,A,30.0,1.4,2,highway,60,2,0.38,vip_movement,bike,0.462,no,3,0.483,23.49
E,A,51.0,2.94,2,rural,40,2,0.34,none,bike,0.936,no,6,0.451,28.713
B,A,48.0,1.78,3,urban,40,0,0.501,none,suv,0.739,no,8,0.552,26.329
B,E,25.0,1.98,2,highway,60,0,0.208,none,truck,0.692,yes,0,1.0,31.519
A,E,46.0,1.03,3,urban,80,0,0.817,procession,suv,0.354,no,8,0.704,28.312
C,B,33.0,2.11,2,highway,40,2,0.349,procession,suv,0.26,no,10,0.411,24.38
A,B,8.0,4.23,2,rural,40,0,0.745,vip_movement,sedan,0.599,no,7,0.433,11.314
B,D,39.0,3.94,1,highway,60,0,0.776,none,sedan,0.45,no,6,0.407,19.735
C,A,25.0,1.96,1,highway,60,0,0.603,none,truck,0.045,no,5,0.383,16.383
A,B,23.0,4.96,2,highway,40,0,0.671,none,suv,0.964,no,2,0.428,14.586
E,A,20.0,3.7,2,urban,100,2,0.902,procession,sedan,0.08,no,0,0.304,14.893
D,C,36.0,2.09,4,highway,60,0,0.832,vip_movement,sedan,0.233,no,1,0.415,19.042
B,E,47.0,4.35,2,urban,100,0,0.903,procession,suv,0.745,no,0,0.422,19.967
A,E,4.0,1.83,3,rural,60,2,0.102,none,suv,0.803,no,6,0.459,15.221
D,E,7.0,1.06,2,highway,60,0,0.687,none,bike,0.102,no,3,0.564,14.547
A,B,41.0,2.54,2,highway,40,1,0.937,vip_movement,suv,0.51,no,5,0.497,24.24
A,C,23.0,3.36,3,urban,100,1,0.196,vip_movement,bike,0.216,no,0,0.202,12.905
E,A,13.0,1.4,2,urban,100,0,0.49,none,bike,0.429,no,0,0.469,12.664
B,A,31.0,3.54,3,rural,100,2,0.93,vip_movement,truck,0.307,no,8,0.44,21.217
C,A,17.0,2.54,2,highway,60,0,0.485,procession,bike,0.087,no,2,0.292,11.884
C,D,27.0,4.05,3,highway,80,0,0.239,procession,truck,0.568,no,10,0.36,15.934
B,A,31.0,2.48,2,urban,60,1,0.796,none,suv,0.873,no,9,0.585,22.474
C,A,9.0,2.16,3,highway,40,0,0.328,vip_movement,sedan,0.092,no,7,0.339,11.813
C,E,16.0,2.45,3,urban,80,1,0.118,procession,truck,0.665,no,3,0.35,13.94
B,D,24.0,4.84,2,urban,80,0,0.23,vip_movement,truck,0.76,no,4,0.321,13.238
A,E,31.0,2.25,2,urban,80,0,0.924,procession,sedan,0.546,no,3,0.501,18.135
A,B,18.0,3.53,1,highway,100,0,0.085,vip_movement,truck,0.329,no,9,0.286,11.973
A,B,48.0,3.66,2,rural,100,1,0.708,procession,truck,0.541,no,0,0.359,21.854
D,A,48.0,2.3,3,rural,40,1,0.336,none,sedan,0.695,no,7,0.45,26.483
E,D,37.0,1.91,2,highway,100,0,0.732,none,bike,0.006,no,3,0.387,18.691
E,D,59.0,2.07,3,urban,80,0,0.762,none,truck,0.416,no,0,0.429,25.399
C,D,31.0,3.59,1,urban,100,0,0.225,none,suv,0.231,no,8,0.282,15.616
B,C,24.0,1.25,1,highway,80,0,0.005,none,suv,0.31,no,8,0.464,18.441
B,C,4.0,1.28,1,highway,60,1,0.365,none,suv,0.262,no,10,0.537,15.959
E,D,16.0,1.19,3,urban,80,1,0.977,procession,bike,0.584,no,5,0.699,19.992
C,D,53.0,3.21,2,urban,40,0,0.525,none,suv,0.187,no,8,0.347,24.528
B,A,43.0,2.59,2,urban,60,0,0.224,none,sedan,0.805,no,4,0.4,21.136
D,A,42.0,1.13,3,rural,100,1,0.809,procession,sedan,0.993,no,6,0.773,28.444
D,A,46.0,2.18,2,rural,60,0,0.334,vip_movement,bike,0.142,no,0,0.279,20.388
D,B,50.0,1.92,3,urban,80,1,0.069,vip_movement,sedan,0.525,no,3,0.357,24.763
D,A,17.0,3.66,2,urban,40,0,0.293,vip_movement,bike,0.599,no,9,0.378,14.041
E,A,40.0,2.12,2,urban,100,1,0.627,none,bike,0.816,no,1,0.487,21.933
E,D,59.0,3.04,4,highway,80,0,0.083,none,truck,0.503,yes,10,1.0,42.344
B,D,20.0,3.67,2,urban,60,0,0.278,vip_movement,sedan,0.368,no,7,0.308,13.343
B,C,12.0,4.78,2,rural,60,0,0.429,none,truck,0.228,no,7,0.285,10.396
D,C,30.0,2.8,1,rural,80,0,0.892,none,suv,0.157,no,5,0.403,16.812
B,A,14.0,4.17,3,rural,100,2,0.096,none,truck,0.704,no,4,0.296,13.656
C,A,40.0,4.59,1,highway,100,2,0.924,vip_movement,suv,0.221,no,0,0.316,20.75
A,B,24.0,4.05,1,highway,100,0,0.948,vip_movement,suv,0.912,no,6,0.531,15.44
B,A,16.0,2.35,3,urban,60,2,0.022,vip_movement,sedan,0.643,no,4,0.343,16.663
B,C,16.0,1.9,2,urban,40,0,0.3,procession,bike,0.527,no,4,0.416,14.395
A,E,48.0,4.48,2,rural,100,0,0.237,vip_movement,truck,0.593,no,10,0.355,21.569
A,E,17.0,1.06,2,urban,80,1,0.178,vip_movement,truck,0.296,no,0,0.473,17.563
C,D,37.0,4.92,3,highway,40,0,0.921,procession,truck,0.994,no,7,0.534,20.857
E,A,49.0,4.74,2,urban,40,0,0.059,none,sedan,0.355,no,0,0.167,19.428
C,E,49.0,1.05,3,rural,80,0,0.757,procession,suv,0.093,no,9,0.64,28.642
C,E,52.0,1.39,2,rural,80,1,0.275,none,truck,0.84,no,10,0.612,30.322
A,D,33.0,3.35,2,highway,80,2,0.877,none,truck,0.805,no,8,0.536,23.349
